artist_name,listeners,playcount,bio_summary
Passenger,1807254,36599378,"There are at least six artists and bands who have performed with the name ""Passenger"". The following order is loosely based on the last.fm statistics. 1. A Brighton (UK) based alternative folk band 2. A Swedish alternative metal band including members of In Flames. Now filed under Passenger (SWE). 3. A San José, Costa Rica hardcore/screamo band. 4. A Mesa, Arizona based acoustic rock band. 5. A rap artist from Texas. 6. An old alias of DJ Tiësto."
Nina Simone,2940799,73595552,"Eunice Kathleen Waymon (21 February 1933 – 21 April 2003), better known by her stage name Nina Simone, was an American singer, pianist, arranger, and civil rights activist widely associated with jazz music. Simone aspired to become a classical pianist while working in a broad range of styles including classical, jazz, blues, soul, folk, rhythm and blues, gospel, and pop. Simone was born Eunice Kathleen Waymon on 21st February 1933 in Tryon, North Carolina, USA, one of eight children."
Fonseca,207834,2942503,"Juan Fernando Fonseca is a Colombian singer. His most famous song is ""Te mando flores"". He started making music at the age of 5 and by the age of 12 he had already sold 500 copies of his first song. In the year 2002 he released his album named ""Fonseca"" and the most important songs from that CD were: ""Noches de carnaval"", ""Sueño"", ""Confiésame"" and ""Magangué"". This lead him to perform with Shakira, Juanes and Carlos Vives, all Colombian singers like him."
Tinashe,1578955,83266228,"Tinashe Jorgensen Kachingwe (/tiːˈnɑːʃeɪ/ tee-NAH-shay; born February 6, 1993) is an American singer, songwriter, dancer, and actress. Born in Lexington, Kentucky, she moved to Pasadena, California, as a child and began pursuing work in entertainment. Her early roles included a motion-capture performance in the animated film ""The Polar Express"" (2004), Robin Wheeler in the Cartoon Network series ""Out of Jimmy's Head"" (2007–2008), and a recurring role on the CBS series ""Two and a Half Men"" (2008–2009)."
Kendrick Lamar,5006995,1005464990,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper. Regarded as one of the most influential hip-hop artists of his generation, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the honor. Born in Compton, California, Lamar began releasing music under the stage name K.Dot while attending high school. He signed with Top Dawg Entertainment (TDE) in 2005, and co-founded the hip hop supergroup Black Hippy there."
Kina Grannis,565460,6889270,"Kina Kasuya Grannis (born August 4, 1985, of Japanese, English, Irish, French, and German descent) is a Japanese-American guitarist and singer-songwriter from Orange County, CA. She started performing in 2001 after getting over her shyness. Kina independently released her first full-length album, Stairwells, on February 23, 2010. Her music is both sweet and melancholy, but always filled with hope. Kina started playing shows at the age of four in front of her stuffed animals."
Luiz Bonfá,436768,5846990,"Luiz Bonfá (17 October 1922 – 12 January 2001) was a Brazilian guitarist and composer. He was best known for the compositions he penned for the film Black Orpheus. Luiz Floriano Bonfá was born in Rio de Janeiro. He began teaching himself to play guitar as a child. He studied in Rio with Uruguayan classical guitarist Isaías Sávio from the age of 12. These weekly lessons entailed a long, harsh commute by rail and on foot from his family home"
Cristi Dules,6684,47993,Manele artist from Romania.
John Legend,3162826,55409881,"John Stephens (born December 28, 1978 in Springfield, Ohio), better known as John Legend, is a Grammy award winning R&B singer-songwriter, multi-instrumentalist, poet and actor signed to Kanye West's G.O.O.D. Music label. Prior to the release of his debut album Get Lifted in 2004, Legend's career gained momentum through a series of successful collaborations with multiple established artists such as Jay-Z, Alicia Keys and Lauryn Hill. He released his second album"
Ugly Duck,5903,40829,"Sun Ju-kyung (Hangul: 선주경; born January 19, 1991), better known by his stage name Ugly Duck is a South Korean rapper. He released his debut album, Scene Stealers with Jay Park, on July 13, 2016."
Gonzalo,5993,35997,
Arrow Benjamin,7226,32191,
Maná,841390,19520815,"There is more than one artist with this name: 1) Maná (note the accent) is a Mexican rock group that had its origins near the end of the 1970s in Guadalajara, Jalisco, México. Their sound has strong influences from hard rock and more mellow pop sounds with additional influences from calypso and reggae. They started with the name ""Sombrero Verde"", but in the late 80's it was changed to the current name. They have a long trajectory as musicians and the band underwent two lineup changes in the 90's."
Pablo Alborán,282035,6321116,"Pablo Moreno de Alborán Ferrándiz (born on May 31, 1989 in Málaga), best known as Pablo Alborán, is a Latin Grammy nominated Spanish singer. Alborán is the son of Spanish architect Salvador Moreno de Alborán Peralta and French Elena Ferrándiz Martínez. He is also the great-grandson of Francisco Moreno Fernández, 1st Marquess of Alborán, and has two siblings: Casilda and Salvador. From a very young age, he was interested in learning to play various musical instruments such as piano"
Sean Paul,3118764,47930703,"Sean Paul Ryan Francis Henriques OD (born 9 January 1973) is a Jamaican dancehall singer and rapper. He released his first album, ""Stage One"", in 2000 and achieved international recognition with his second album, ""Dutty Rock"", in 2002. The album's single ""Get Busy"" reached number one on the US Billboard Hot 100 chart, as did ""Temperature"" from his third album, ""The Trinity"" (2005). Paul is sometimes referred to by the nickname ""Chanderpaul"", derived from the similarity between his first two names and those of cricketer Shivnarine Chanderpaul."
Rich Gang,537544,6081991,"Rich Gang is an American rap supergroup formed in 2013 composed of rap mogul Birdman, Young Thug, Rich Homie Quan, various Cash Money Records artists, Young Money Entertainment artists and friends in the music industry. The debut album of the group was released on July 23, 2013, titled Rich Gang: Flashy Lifestyle in addition to several singles including 'Lifestyle', 'We Been On' & 'Tapout' and mixtape Rich Gang: Tha Tour, Part 1."
Orange Caramel,324753,9270520,"Orange Caramel is the first sub-unit of the South Korean girl group After School. It was formed with the After School's third generation members Nana, Raina and Lizzy. The group debuted with mini-album ""The First Mini Album"" on June 21, 2010. The album was a commercial success, peaking at No. 2 on the Gaon Chart and the lead single ""마법소녀"" peaking at #18. On November 18, 2010, they came back with ""The Second Mini Album"" with the lead track, ""아잉♡""."
Vika Jigulina,22980,98376,"Vika Jigulina (DJ, vocal, artist, music producer) was born in Cahul, Moldova. She graduated the ""Rahmaninov” school of Music and started studying in 2000 in Timisoara, Romania. After the experience of mixing in several local clubs, she became resident in Discoland, Timisoara. After appearing at a great number of parties in the country and due to many solicitant roads, she decided to move to Bucharest. Being a constant presence at radio DEEA who offered her the chance to become popular at a national level"
Rodríguez,415245,6887642,"Few artists have become as mythical or taken a more circuitous route to fame than Detroit, Michigan's Sixto Rodriguez. A commercial nonentity in the late '60s, Rodriguez chronicled personal apocalypses and a cratering Detroit with hard-hitting, -inspired imagery over richly embroidered folk-funk. After quitting the business for a day job, the singer/songwriter gained fame in Australia, New Zealand, and South Africa, where his debut masterpiece, Cold Fact, went multi-platinum."
Ariel Camacho y Los Plebes del Rancho,101367,3300331,"Ariel Camacho y Los Plebes del Rancho are a regional Mexican band, specializing in the sierreño-banda style (also known as sierreño with tuba). The group was founded in 2013 by Mexican musician Ariel Camacho and his friend César Sánchez and were originally signed to JG Entertainment. They signed with DEL Records in 2014, but then left in 2016 due to disputes with the owner. The death of Ariel Camacho caused changes to the group. They are now known as Los Plebes del Rancho de Ariel Camacho."
Mark Ronson,3040262,49797598,"Mark Daniel Ronson (born 4 September 1975) is a British-American DJ, record producer, songwriter, and composer. He has received multiple Grammy Awards, including Producer of the Year for Amy Winehouse's album ""Back to Black"" (2006), as well as awards for Record of the Year for Winehouse's single ""Rehab"" (2006) and his own single ""Uptown Funk"" (featuring Bruno Mars) (2014). He also won an Academy Award, a Golden Globe, and a Grammy Award for co-writing ""Shallow"" (performed by Lady Gaga and Bradley Cooper) for the film ""A Star Is Born"" (2018)."
Wiz Khalifa,3839975,87587957,"Cameron Jibril Thomaz (born September 8, 1987 in Minot, North Dakota), better known by his stage name Wiz Khalifa, is an American rapper based in Pittsburgh, Pennsylvania, signed to Rostrum Records. According to the Black and Yellow Songfacts, his stage name is derived from khalifa, an Arabic word meaning ""successor"", and wisdom. His nickname growing up was ""Wizard"" which was shortened to Wiz when Khalifa was fifteen. In 2005 he released his first official mixtape"
Kryss,2121,7604,"There are different artists sharing the same name: 1. Atmospheric Black Metal band from Leipzig, Germany. 2. Cristina Orue Echevarria (aka Kryss or Kriss), Spanish dance-music singer."
BOBY,806,5625,
Sergio Contreras,55828,434989,"Sergio Contreras, nace en Huelva y desde muy pequeño ya muestra interés especial por la música. Su primer contacto importante con la música comienza cuando con apenas 12 años compaginaba sus estudios con su trabajo en la radio hasta hacerse un hueco importante como locutor de radio. Su don de palabra y simpatía no pasaron desapercibidos y le permitieron, además, comenzar su andadura musical como Dj y speaker logrando pinchar en discotecas de alto renombre."
United Rhythms Of Brazil,27779,147130,
Rita Ora,1318618,28639811,"Rita Sahatçiu Ora, better known as Rita Ora, is a British-born Kosovar singer-songwriter from London, UK. Born in Prishtina, Kosovo in 1990, Ora's family moved to London where she was raised. According to the Hot Right Now Songfacts, Ora attended the Sylvia Young Theatre School during early adolescence; examples of other notable alumni to come from the theatre include Emma Bunton and Amy Winehouse. Her first UK exposure came after several collaborations with British singer Craig David."
Zedd,2544899,60230716,"Anton Zaslavski (September 2, 1989 in Saratov, Russian SFSR, Soviet Union (present-day Russia)) better known as Zedd is a Grammy-award winning electro-house DJ and record producer from Kaiserslautern, Germany. He was surrounded by a family of musicians, he began playing the piano at the age of four. After several years of learning to master the piano, Anton began playing the drums in a band, and composed and produced numerous rocksongs in his band's own studio."
Basshunter,1285887,28499621,"Jonas Erik Altberg (born 22 December 1984, Halmstad, Sweden) better known by the pseudonym Basshunter, is a Swedish producer and singer-songwriter, best known for his number one hits Boten Anna and Now You're Gone. He started to produce music under the stage name ""Basshunter"" in 2002 with the computer program Fruity Loops, and released his first albums, The Old Shit (2002) and The Bassmachine (2004), through his own website. In April 2006, he signed with Warner Music, releasing his first single, Boten Anna."
Marco Antonio Solís,280007,3932384,"Marco Antonio Solís Sosa (born December 29, 1959) is a Mexican musician, singer, composer, actor, and record producer. Born and raised in Ario de Rosales, Michoacán, Mexico, Solís began his musical career at the age of six, performing part of Los Hermanitos Solís. In 1975 he co-founded Los Bukis, of which he was the lead vocalist and guitarist. The band split up after nearly two decades of success, with Solís pursuing a solo career. Solís released his first solo album, En Pleno Vuelo in 1996 by Fonovisa Records."
Kesha,3071851,113754393,"Fix your tags to Ke$ha. Songs scrobbled under this incorrect tag will scrobble to the correct tag of ""Ke$ha"" if Autocorrect is enabled. However, it is recommended that your ID3 tags are corrected to the correct name of this artist."
Victor Peixeiro,992,6665,
Mack Maine,11718,79437,"Jermaine Preyan, known by his stage name Mack Maine, is an American rapper and singer. Mack Maine is signed to Young Money Entertainment, an imprint of Lil Wayne's Universal Records-distributed Cash Money Records, and is currently the president of the label. He is the co-founder of Kush Entertainment and has also founded his own label, Soothe Your Soul Records. Jermaine Preyan was born 1985 in New Orleans, Louisiana. In 2001, he placed 16th out of a thousand contestants in a freestyle battle hosted by MTV; this"
J Alvarez,216965,3436832,"Javid David Alvarez Fernandez conocido en el mundo artistico como “J Alvarez”, nacio en Rio Piedras, Puerto Rico un 13 de Diciembre del 1983. Su inspiracion en la musica comenzo en el hip-hop en ingles, en grupos tales como ""A Tribe Called Quest"", “Q-Tip”, ""Busta Rhymes"", entre otros. Todavia no era ni adolecente cuando a los 12 años se atravio a coger un microfono y canto por primera vez en la escuela Luis Muñoz Marin frente a varios estudiantes y profesores."
Pritam,283963,28163946,"Pritam Chakraborty (chakravarty) better known as Pritam is a music director and composer from India who is currently based in Mumbai. Early life Pritam was born in Kolkata into a Bengali family. Pritam is the son of Prabodh Chakraborty, who runs a music school for children. Pritam gained his early training in music from his father and learned to play the guitar while still in school. After completing his schooling at St. James' School and college education at Presidency College, he went to a music school."
CORAL GROUP,39,868,"Old Providence es una de las islas que conforman el aechipiélago de San Andrés, Providencia y Santa Catalina, presencia colombiana más lejana en el caribe y tal vez, único territorio nacional con lengua de raiz anglosajona. Tan solo cuenta con 4500 habitantes y por lo menos la cuarta parte de su población es musicalmente activa en cualquiera de las múltiples formas que suenan en la isla. La presente grabación fué realizada por Egberto Bermúdez,uno de los más destacados musicólogos colombianos."
Andrea Echeverri,45998,303237,"Best known as the frontwoman for acclaimed Colombian Latin alternative band Aterciopelados, Andrea Echeverri has long captivated audiences with her potently melodic brand of feminism. On March 8th, her debut solo album Andrea Echeverri will be released by Nacional Records, the new Warner Music Group-distributed label focused on promoting the best in Latin alternative music. After the critical and commercial success of 2001's ""Gozo Poderoso"", which"
Thalia,280890,6246734,Wrong tag. Fix you tags to Thalía
SUNMI,678651,34512070,"Lee Sun-mi (Hangul: 선미; born May 2, 1992 in Iksan, North Jeolla, South Korea), referred to as Sunmi, is a South Korean singer. She debuted in 2007 as a member of South Korean girl group Wonder Girls and left from the group in January 2010 to pursue her academic career. After three years hiatus from the music scene, Sunmi started her career as a soloist in August 2013 with her first digital single, ""24 Hours"". It was the lead single off her debut extended play, Full Moon (2014)."
Ed Sheeran,4149540,251781388,"Edward Christopher Sheeran (born 17 February 1991) is an English singer-songwriter. Born in Halifax, West Yorkshire, and raised in Framlingham, Suffolk, he began writing songs at around age eleven. In early 2011, he independently released the extended play ""No. 5 Collaborations Project"" and later that year signed with Asylum Records. Sheeran's debut studio album, ""+"" (""Plus""), was released in September 2011 and reached number one on the UK Albums Chart."
Studio Rio,1173,3588,
Hozier,3282230,274729810,"Andrew Hozier-Byrne (born 17 March 1990), known mononymously as Hozier, is an Irish musician and singer-songwriter from Bray, County Wicklow, Ireland. In 2013 he released his debut EP, featuring the hit single ""Take Me to Church"", and his second EP ""From Eden"" in 2014. His debut studio album, ""Hozier"", was released in Ireland in September 2014 and globally in October 2014. Hozier was born in Bray, County Wicklow, Ireland. His mother is the visual artist Raine Hozier-Byrne (who also designed his latest album cover)."
CL,447923,10751045,"CL (real name 이채린, romanized: Lee Chae-Rin) is a Korean female rapper and leader of the group 2NE1. Chaerin was born in Seoul, South Korea. In her childhood, she traveled frequently with her family, because of her father's occupation. She spent much of her youth in Japan, France and USA. When she came back to Korea, she barely knew any Korean, but said in an interview shown on 2NE1 TV that she is now most comfortable speaking Korean. CL was raised as a Roman Catholic."
Alana Marie,11761,69445,
Justin Timberlake,5455268,161625493,"Justin Randall Timberlake (born January 31, 1981) is an American singer, songwriter, actor, record producer, and dancer. He is recognized as a prominent figure in popular music and has sold an estimated 88 million records worldwide. Born and raised in Memphis, Tennessee, Timberlake began his career on musical television programs as a child, including competing on ""Star Search"" and appearing on the Disney Channel's ""The All New Mickey Mouse Club"" in the early to mid-1990s."
James Bay,1242170,26067637,"James Bay (born James Michael Bay on 4 September 1990) is an English singer-songwriter and guitarist. In February 2015, Bay received the Brit Awards ""Critics' Choice"" award. At the 2016 Brit Awards he received the award for Best British Male Solo Artist. Bay also received three nominations at the 2016 Grammy Awards, for Best New Artist, Best Rock Album, and Best Rock Song. Hailing from Hitchin, Hertfordshire, Bay gained a reputation thanks to stints"
Dinah Eastwood,38449,199057,
4minute,466436,21335417,"4Minute was a five-member girl group from Seoul, South Korea, formed by Cube Entertainment in 2009. The group consists of Nam Ji Hyun (남지현), Heo Ga Yoon (허가윤), Jeon Ji Yoon (전지윤), HyunA (현아) and Kwon So Hyun (권소현). In [yeardisbanded]2016[/yeardisbanded], Cube Entertainment announced the disbandment of 4Minute after unsuccessful contract renewal negotiation with the majority of the members. They made their debut with ""Hot Issue"" on June 15"
Los Caños,6111,58707,"Spanish pop/rock threesome Los Caños were formed by ex-Pueblo Gitano and Fantasia members Javi, Juande, and Kiko. Debuting live in a local fair in 1999, Los Caños soon signed up to independent Pep’s Records, making a self-titled album that was produced by Alejo Stivel. The album featured Albert Hammond’s classic ""It Never Rains in Southern California,"" Camilo Sesto’s ""Melina,"" and the hit single ""Niña Piensa en Ti."" ~ Drago Bonacich, All Music Guide"
Lil Wayne,3517598,163807212,"Did you mean: Lil' Wayne Dwayne Michael Carter, Jr. (born September 27, 1982 in New Orleans, Louisiana), better known by his stage name Lil Wayne, is an American rapper. Formerly a member of the rap group the Hot Boys, he joined the Cash Money Records collective as a teenager. Get It How U Live, released in 1997, was Lil Wayne's first album with Hot Boys, and Tha Block is Hot, his solo debut, came out in 1999. After gaining fame with two other albums in the early 2000s"
Marian Hill,469161,5492646,"Marian Hill are a duo from Philadelphia consisting of singer Samantha Gongol and producer Jeremy Lloyd. Their unique sound combines sparse, minimal electronic beats with seductive vocals (which are often chopped up and manipulated) along with sultry saxophone. After releasing their debut single, ""Whisky,"" in 2013, the pair made their Billboard debut with their first full-length release, 2016's Act One, which included the Top 30 single ""Down."" Second album Unusual followed in 2018"
The New Division,136680,2404032,"Based in Los Angeles, CA The New Division is a synthpop/new wave band composed of 5 members including John Kunkel (vocals, songwriting), Michael Janz (synthesizers, keys), Alex Gonzales (drums), Daniel Corrales (bass), and James Meays (guitars). Formed in Riverside, CA in the mid-2000s, The New Division has released 5 full length albums, half a dozen EPs, and numerous singles/remixes over the past decade. Featuring a signature sound that blends 1980s new wave and synthpop with modern production"
Villamizar,3234,15120,
Joker Xue,37921,1537749,"Joker Xue (simplified Chinese: 薛之谦; traditional Chinese: 薛之謙; pinyin: Xuē Zhīqiān, born 17 July 1983), formerly known as Jacky Xue, is a Chinese singer, comedian, record producer, actor, and television host. He released his debut album, Jacky Xue, in 2006. His single, Serious Snow (认真的雪), was a hit. Xue also published his own book called Qian Jun Yi Fa and Qian Qian Jun Zi in 2006. In 2008, he published the photo album called The Wind of the Pacific - Xue Zhi Qian's photo album."
Kyanu,41656,407279,
Inna,1071120,22301830,"Inna, real name Elena Alexandra Apostoleanu, was born on 16 October, 1986, in Mangalia, Romania. Blessed with singing talent, she had been singing from a very early age. Apostoleanu spent her childhood in the Romanian village Neptun. After graduating from high school, she started studying at Constanta University. At October 12, 2008 Apostoleanu's first single Hot was released. This dance song immediately gained a #1 chart spot in eight different countries, only to continue this success in 2009 in rest of the world."
Jessie J,3033249,59232190,"Combining the genre-hopping sounds of Gwen Stefani, and the feisty attitude of P!nk, songwriter and powerhouse vocalist Jessie J overcame various career setbacks and health problems to become a star in her own right. Born Jessica Cornish in Chadwell Heath, London in 1988, she started her career in show biz at the age of 11, performing in the West End production of Andrew Lloyd Webber's Whistle Down the Wind. After studying musical theater at the prestigious BRITS School"
Jess Glynne,725651,10937158,"Jessica Hannah ""Jess"" Glynne (born 20 October 1989) is an English singer-songwriter. She is signed to Atlantic Records UK.[4] She is best known for featuring on Clean Bandit's 2014 single ""Rather Be""; the song reached number one on the UK Singles Chart and Irish Singles Chart. She also featured on Route 94's single ""My Love"", which was released weeks later and also reached number one on the UK Singles Chart and Scottish Chart. Her debut single, ""Right Here"", has charted at number 6 in the UK."
Urban Love,57710,366321,best profiles for dating sitesi
Visage,558785,4855668,"Visage were a British new romantic band formed in 1978 by Steve Strange (former member of the punk band Moors Murderers) and Rusty Egan (previously the drummer for The Rich Kids). Initially, the band was comprised of Steve Strange, Rusty Egan and Midge Ure (also previously of The Rich Kids). Also in there, and credited as a co-writer of FADE TO GREY was Chris Payne,a member of Gary Numan's band. The trio recorded a demo which included a cover of the Zager and Evans hit ""In the Year 2525""."
Disko Warp,132470,2352196,
Jason Mraz,3438801,96122461,"Jason Thomas Mraz (born June 23, 1977 in Mechanicsville, Virginia) is a Grammy-winning American singer-songwriter. Mraz’s stylistic influences include reggae, pop, rock, folk, jazz, and hip hop. Mraz released his debut album, Waiting for My Rocket to Come in 2002. The tracks ""The Remedy"" and ""You And I Both"" became his first big hits the following year. His second album, Mr. A-Z, released in 2005, peaked at number five on the Billboard Hot 200 and sold over one hundred thousand copies in the US."
Costa Azul Quartet,6497,26424,
Twista,1544547,16990209,"Carl Terrell Mitchell (born November 27, 1973), known professionally as Twista and formerly as Tung Twista, is an American rapper recognized for his rapid-fire delivery, often categorized under the chopper style of rap. In 1992, he was listed in the Guinness World Records as the fastest English-speaking rapper, having pronounced 598 syllables in 55 seconds. Twista gained broader attention in 1997 following his appearance on Do or Die's single ""Po Pimp"", which was produced by the Legendary Traxster."
DJ Friz,3765,17420,"djfriz (real name Kim Jae Hwang) is a south-korean DJ and producer, member of Planet Shiver and unknownDJs. He is known for producing and featuring with some korean artirts, like Tablo, BTS, Dynamic Duo and others."
Javed Bashir,17531,119590,"Javed Bashir is Pakistani Punjabi singer member of Mekaal Hassan Band and belongs to Reknown QAWAAL Gharana, done various fusion projects with Richi Rich"
Gloria Trevi,280630,5396972,"Gloria de los Ángeles Treviño Ruiz, known as Gloria Trevi is a Mexican singer, songwriter, dancer, actress, television hostess, music video director and businesswoman known as ""The Supreme Diva of Mexican Pop""."
Florin Salam,31564,945829,"Florin Stoian (b. 1979, Bucharest, Romania), better known under the stage name of Florin Salam and (previously) Florin Fermecătoru, is a Roma singer of manele from Romania. He is one of the best known and appreciated manele performers. Stoian sings since he was a child; his first contact with music took place at age of four. His father and uncle were well-known lăutari. He debuted in 2002 with help from bandleader Dan Bursuc. His first hit single was “Ce gagică şmecherită” (Romanian: “Such a picky chick”."
El Barrio,50289,1041509,
Fiesta pop,1032,4664,
EXO-K,383724,20748369,"EXO-K is a South Korean boy band formed by S.M. Entertainment in April 2012, a sub-unit from the main group EXO, divided into two subgroups, EXO-K and EXO-M, promoting in South Korea and China separately. EXO-K composed of six members: Suho, Baekhyun, Chanyeol, D.O., Kai and Sehun. Their prologue (promotional) single ""What Is Love"" was released on January 30, 2012. Their second single ""HISTORY"" was released on March 8, 2012. On April 8, 2012, the group released their third single ""MAMA"""
miss A,396169,14222199,"miss A were a South Korean girl group formed under JYP Entertainment. The group consisted of Fei (페이/王霏霏), Jia (孟佳), Min (민), and Suzy (수지). Miss A made their official debut in South Korea on July 1, 2010 with their single ""Bad Girl Good Girl"". The group officially disbanded on December 26, 2017. Originally, the group consisted of five trainees who were formed by JYP Entertainment in 2010. While still in training, the group flew"
Caroline Pennell,99061,458586,"Now known as Carol Ades. Caroline Pennell from ""The Voice"" is one of top 48 contestants in Season 5 of the NBC reality singing competition series. She is on CeeLo Green's team. Caroline Pennell sang ""Anything Could Happen"" by Ellie Goulding for her blind audition. After CeeLo and Blake Shelton both turned their chairs around, she decided to choose CeeLo to be her coach."
Flo Rida,4104134,74572967,"Tramar Dillard (born September 17, 1979 in Miami, Florida), better known by his stage name Flo Rida, is an American rapper and hip hopper signed to Poe Boy Entertainment. He began his rap/hip hop career touring with 2 Live Crew and was then featured on DJ Khaled's album ""We The Best"" in 2006. He released his debut album Mail on Sunday in 2008 and it's lead single, Low featuring T-Pain, held a run of 10 weeks at #1 on the Billboard Hot 100. In 2009, he released his second album R."
Robin Schulz,1275034,22320148,"Robin Schulz (born 28 April 1987) is a German electronic DJ and producer. In 2013, he remixed the song ""Waves"" by Dutch hip hop artist, Mr. Probz. Another equally famous remix was his 2014 remix of the Lilly Wood & the Prick track ""Prayer in C"" from their 2010 album Invincible Friends. Both remixes have charted in many European countries, leading to international recognition."
JAY-Z,5533823,231807952,"Shawn Corey Carter (born December 4, 1969), known professionally as Jay-Z, is an American rapper, businessman, and record executive. His work is rooted in East Coast hip hop and is characterized by lyricism that frequently incorporates wordplay, double entendres, and themes of personal advancement and success. In 2023, he was ranked as the greatest rapper of all time by Billboard and Vibe. As of 2025, he is reported to be the wealthiest musician, with an estimated net worth of $2.6 billion."
Arash,294023,3608244,"ARASH is a Platinum-selling Swedish singer and producer whose music is also certified gold in many European countries. Whether he’s singing in his mother tongue (Farsi) on his own chart-topping releases, singing in English with some of the worlds biggest names, including: Shaggy, Sean Paul, T-Pain and Snoop Dogg, he is the only artist of Persian heritage to release four albums and thirty singles that have sustained a high-level of success by topping the charts around the world."
DJ Ötzi,219340,1695792,"Dj Ötzi (Gerry Friedle, born on January 7th 1971 in Austria) is a pop singer, best known for songs like ""Anton aus Tirol"", ""Hey Baby"" (which was no. 1 in several countries) and his new song ""Ein Stern der deinen Namen trägt"" (featuring Nik P.). ""Ein Stern"" became inredibly successful and was number one single for over 11 weeks in Germany. He started as a DJ and animator in Tyrol, in 1999 he had his breakthrough with his hit single ""Anton aus Tirol"", since then his songs are often played on so-called apres-ski and Ballermann-parties."
Marina,2194291,175940910,"There are several artists with this name: 1) Marina Lambrini Diamandis, known mononymously as Marina and previously by the stage name Marina & the Diamonds, is a Welsh singer and songwriter. Born in Brynmawr to a Welsh mother and Greek father, Diamandis was raised in Abergavenny and moved to London as a teenager to become a professional singer, despite having little formal musical experience. In 2009, she came to prominence upon placing second in the BBC's Sound of 2010."
Akon,3682800,60425788,"Alioune Badara Akon Thiam, born April 16, 1977 in Saint Louis, Missouri, United States, known simply as Akon, is a Senegalese-American singer-songwriter, record producer, businessman, and philanthropist. He rose to prominence in 2004 following the release of the singles ""Locked Up"" and ""Lonely"", from his debut album ""Trouble"". His second album, ""Konvicted"", earned him a Grammy Award nomination for the single Smack That featuring Eminem. His latest album, ""Freedom"", was released in 2008."
Korpus,2298,14018,"Korpus is a death/thrash metal band from Dresden, Germany formed in 2008. http://www.korpus-metal.de"
Sergio Dalma,76464,827558,"Sergio Dalma is a Catalan pop singer. He was born as Josep Sergi Capdevila Querol on September 28, 1964 in Sabadell (near Barcelona). Sergio Dalma started his career singing in bands and doing chorus, until he won the TV program ""Gent d'aqui"", in the Catalan station of TVE, which won him a regular contract to sing in the Shadows night-club in Barcelona. Sergio signed up with the record company Horus, and edited his first album, ""Esa chica es mia"", in 1989."
Vanesa Martín,43027,925759,Vanesa Martín is a spanish singer from Málaga.
Khalil Fong,49813,1520979,"Khalil Fong 方大同 is a Soul and R&B singer of Hong Kong. He was born in Hawaii in July 14, 1983. His father is an American-born Chinese from San Francisco, California and his mother is from Hong Kong. His family moved to Shanghai when he was 6. When Khalil was 12, he and his parents moved to Guangzhou and lived for about 2 years. Afterwards, they stayed in Hong Kong. Khalil was self-taught on guitar and piano at the age of 15 and 18 respectively."
Memphis Bleek,325293,1882826,"Malik Thuston Cox (born on June 23, 1978) better known as Memphis Bleek, is a Brooklyn rapper who made his first appearance in Hip Hop on Jay-Z's debut album, Reasonable Doubt in 1996. Memphis Bleek regularly came in contact with rap legends such as The Notorious B.I.G. and Jay-Z during his childhood, and has collaborated with artists such as Beanie Sigel, Ja Rule and Missy Elliott, among others. ""Memphis"" is an acronym for Making Easy Money Pimping Hoes In Style."
Nolasco,14363,105219,
Vic Fuentes,446,2578,Vic Fuentes is the lead singer of Pierce The Veil.
Remo the Hitmaker,880,6127,
Nova Jazzers,10540,44845,
B.P.M. System,1409,6747,
